val_loss,epoch,step,train_loss
0.1640508770942688,0,40,
,1,49,0.21840910613536835
0.1336098313331604,1,81,
,2,99,0.17499089241027832
0.1333620250225067,2,122,
,3,149,0.17274492979049683
