train_loss,epoch,step,val_loss
0.6474459171295166,82,8599,
,82,8631,0.6806143522262573
0.7459595799446106,83,8649,
0.6482709050178528,83,8699,
,83,8735,0.6797961592674255
0.6852167248725891,84,8749,
0.6193260550498962,84,8799,
,84,8839,0.6799928545951843
0.5876792073249817,85,8849,
0.6894131898880005,85,8899,
,85,8943,0.6793931126594543
0.6360474228858948,86,8949,
0.5927570462226868,86,8999,
,86,9047,0.6800602674484253
0.6575990319252014,87,9049,
0.627149760723114,87,9099,
0.6823771595954895,87,9149,
,87,9151,0.6807601451873779
0.6611133813858032,88,9199,
0.6800923347473145,88,9249,
,88,9255,0.6804201602935791
0.6669081449508667,89,9299,
0.6873382329940796,89,9349,
,89,9359,0.6793587803840637
0.7235866785049438,90,9399,
0.6573755145072937,90,9449,
,90,9463,0.6791815161705017
0.695907473564148,91,9499,
0.5538431406021118,91,9549,
,91,9567,0.6794255375862122
0.6291251182556152,92,9599,
0.5009644627571106,92,9649,
,92,9671,0.6793208122253418
0.6232486963272095,93,9699,
0.6538088917732239,93,9749,
,93,9775,0.6793472766876221
0.6580624580383301,94,9799,
0.6134502291679382,94,9849,
,94,9879,0.6786120533943176
0.5892544388771057,95,9899,
0.6079371571540833,95,9949,
,95,9983,0.6793184280395508
0.6602314114570618,96,9999,
0.5881091952323914,96,10049,
,96,10087,0.6782047748565674
0.6606147289276123,97,10099,
0.668087899684906,97,10149,
,97,10191,0.6783351898193359
0.7085298299789429,98,10199,
0.627433717250824,98,10249,
,98,10295,0.6779470443725586
0.6290259957313538,99,10299,
0.7086621522903442,99,10349,
0.46567732095718384,99,10399,
,99,10399,0.6774114966392517
0.6516827344894409,100,10449,
0.6724209189414978,100,10499,
,100,10503,0.6772521138191223
0.7086560726165771,101,10549,
0.6595212817192078,101,10599,
,101,10607,0.6764923930168152
0.5621947050094604,102,10649,
0.680311918258667,102,10699,
,102,10711,0.6771398782730103
0.6064106225967407,103,10749,
0.6548613905906677,103,10799,
,103,10815,0.6761223077774048
0.564886748790741,104,10849,
0.6295049786567688,104,10899,
,104,10919,0.6764077544212341
0.6422032117843628,105,10949,
0.6412875056266785,105,10999,
,105,11023,0.6758343577384949
0.6483215689659119,106,11049,
0.5416436791419983,106,11099,
,106,11127,0.6775670051574707
0.6729890704154968,107,11149,
0.6543660759925842,107,11199,
,107,11231,0.6760417222976685
0.6595214009284973,108,11249,
0.7625921368598938,108,11299,
,108,11335,0.6761526465415955
0.596459150314331,109,11349,
0.6914794445037842,109,11399,
,109,11439,0.6767792105674744
0.6561555862426758,110,11449,
0.6497487425804138,110,11499,
,110,11543,0.676538348197937
0.5423209071159363,111,11549,
0.6411500573158264,111,11599,
,111,11647,0.67661052942276
0.7212622165679932,112,11649,
0.650979220867157,112,11699,
0.6726719737052917,112,11749,
,112,11751,0.6768097877502441
0.6317609548568726,113,11799,
0.585281252861023,113,11849,
,113,11855,0.6755191087722778
0.6397087574005127,114,11899,
0.7467227578163147,114,11949,
,114,11959,0.6746455430984497
0.5099277496337891,115,11999,
0.684624969959259,115,12049,
,115,12063,0.674572229385376
0.5967387557029724,116,12099,
0.7190560102462769,116,12149,
,116,12167,0.675017237663269
0.6933857202529907,117,12199,
0.6023426651954651,117,12249,
,117,12271,0.6745067834854126
0.6657785773277283,118,12299,
0.6436206698417664,118,12349,
,118,12375,0.6742585301399231
0.7152746319770813,119,12399,
0.6318179965019226,119,12449,
,119,12479,0.6741204261779785
0.5505247116088867,120,12499,
0.5850105285644531,120,12549,
,120,12583,0.6744037866592407
0.6165421605110168,121,12599,
0.6068179607391357,121,12649,
,121,12687,0.6750417351722717
0.6359891891479492,122,12699,
0.6498111486434937,122,12749,
,122,12791,0.6748906373977661
0.5440834760665894,123,12799,
0.5542006492614746,123,12849,
,123,12895,0.6743834614753723
0.5033860206604004,124,12899,
0.6320976614952087,124,12949,
0.5892289280891418,124,12999,
,124,12999,0.6739006042480469
0.6044325232505798,125,13049,
0.6867889165878296,125,13099,
,125,13103,0.6741248369216919
0.8149040937423706,126,13149,
0.6939561367034912,126,13199,
,126,13207,0.6745121479034424
0.5967462658882141,127,13249,
0.6609273552894592,127,13299,
,127,13311,0.6740164756774902
0.513010561466217,128,13349,
0.6013206839561462,128,13399,
,128,13415,0.6741647124290466
0.6882008910179138,129,13449,
0.6443266868591309,129,13499,
,129,13519,0.6730383038520813
0.7285934686660767,130,13549,
0.5928909182548523,130,13599,
,130,13623,0.6731613874435425
0.7061546444892883,131,13649,
0.6827006936073303,131,13699,
,131,13727,0.6738316416740417
0.6573934555053711,132,13749,
0.6252127885818481,132,13799,
,132,13831,0.6727254986763
0.7207273840904236,133,13849,
0.5791988968849182,133,13899,
,133,13935,0.6722272038459778
0.6575282216072083,134,13949,
0.5400049090385437,134,13999,
,134,14039,0.6728177666664124
0.5845010876655579,135,14049,
0.6355690956115723,135,14099,
,135,14143,0.6731245517730713
0.7513416409492493,136,14149,
0.6753279566764832,136,14199,
,136,14247,0.6715151071548462
0.6206851601600647,137,14249,
0.6176683902740479,137,14299,
0.7109924554824829,137,14349,
,137,14351,0.671759843826294
0.6241307258605957,138,14399,
0.580912172794342,138,14449,
,138,14455,0.6721799969673157
0.6251740455627441,139,14499,
0.6332253813743591,139,14549,
,139,14559,0.6723902225494385
0.6393009424209595,140,14599,
0.7547135353088379,140,14649,
,140,14663,0.6717839241027832
0.6014130711555481,141,14699,
0.6963633894920349,141,14749,
,141,14767,0.671672523021698
0.5782328248023987,142,14799,
0.6609867215156555,142,14849,
,142,14871,0.6716697812080383
0.7158533930778503,143,14899,
0.6479912400245667,143,14949,
,143,14975,0.6708084344863892
0.6050345301628113,144,14999,
0.6545175909996033,144,15049,
,144,15079,0.6703718900680542
0.6646227836608887,145,15099,
0.6616607308387756,145,15149,
,145,15183,0.6697157025337219
0.6533339023590088,146,15199,
0.7298374772071838,146,15249,
,146,15287,0.6690993309020996
0.6047924757003784,147,15299,
0.7409622669219971,147,15349,
,147,15391,0.6690618991851807
0.6707682013511658,148,15399,
0.5279732942581177,148,15449,
,148,15495,0.6692572832107544
0.7193207144737244,149,15499,
0.595160722732544,149,15549,
0.7091264128684998,149,15599,
,149,15599,0.6693583726882935
0.6516092419624329,150,15649,
0.5954745411872864,150,15699,
,150,15703,0.6691200137138367
0.6554396748542786,151,15749,
0.44910022616386414,151,15799,
,151,15807,0.6684334874153137
0.5923265218734741,152,15849,
0.6984636187553406,152,15899,
,152,15911,0.6690596342086792
0.523622453212738,153,15949,
0.6169006824493408,153,15999,
,153,16015,0.6698629260063171
0.5955091118812561,154,16049,
0.5371685028076172,154,16099,
,154,16119,0.6684629917144775
0.4955158531665802,155,16149,
0.6143010258674622,155,16199,
,155,16223,0.6689502596855164
0.6470499634742737,156,16249,
0.6955677270889282,156,16299,
,156,16327,0.6690972447395325
0.6160998344421387,157,16349,
0.6467164158821106,157,16399,
,157,16431,0.6700215935707092
0.6118848323822021,158,16449,
0.6950159072875977,158,16499,
,158,16535,0.6699237823486328
0.7183758020401001,159,16549,
0.4765356481075287,159,16599,
,159,16639,0.6692766547203064
0.7439358234405518,160,16649,
0.6653770804405212,160,16699,
,160,16743,0.6693556904792786
0.6736502051353455,161,16749,
0.6948923468589783,161,16799,
,161,16847,0.6680703163146973
0.6634436845779419,162,16849,
0.5581361651420593,162,16899,
0.6459708213806152,162,16949,
,162,16951,0.6678808927536011
0.6246487498283386,163,16999,
0.653750479221344,163,17049,
,163,17055,0.6678491830825806
0.5183192491531372,164,17099,
0.6500885486602783,164,17149,
,164,17159,0.6667703986167908
0.8165045976638794,165,17199,
0.7173303365707397,165,17249,
,165,17263,0.6667982935905457
0.5808404684066772,166,17299,
0.5745483040809631,166,17349,
,166,17367,0.6668197512626648
0.7669132947921753,167,17399,
0.5950811505317688,167,17449,
,167,17471,0.6673672795295715
0.5937471985816956,168,17499,
0.7426866888999939,168,17549,
,168,17575,0.6674977540969849
0.5654630064964294,169,17599,
0.598021388053894,169,17649,
,169,17679,0.6665995717048645
0.648049533367157,170,17699,
0.6293334364891052,170,17749,
,170,17783,0.6656359434127808
0.6395959854125977,171,17799,
0.674050509929657,171,17849,
,171,17887,0.6655151844024658
0.6040940284729004,172,17899,
0.6273127794265747,172,17949,
,172,17991,0.6649873852729797
0.6377978324890137,173,17999,
0.7361542582511902,173,18049,
,173,18095,0.6652899980545044
0.6894217729568481,174,18099,
0.7540975213050842,174,18149,
0.6616196632385254,174,18199,
,174,18199,0.665332019329071
0.5746293067932129,175,18249,
0.5667272210121155,175,18299,
,175,18303,0.666031002998352
0.5712897777557373,176,18349,
0.635901689529419,176,18399,
,176,18407,0.6658396124839783
0.5953884124755859,177,18449,
0.6507158875465393,177,18499,
,177,18511,0.6651435494422913
0.5022626519203186,178,18549,
0.48924094438552856,178,18599,
,178,18615,0.6638487577438354
0.5792635083198547,179,18649,
0.5341829061508179,179,18699,
,179,18719,0.6630247831344604
0.6668297648429871,180,18749,
0.5428946614265442,180,18799,
,180,18823,0.6632965803146362
0.7434266805648804,181,18849,
0.7474873065948486,181,18899,
,181,18927,0.6630255579948425
0.5948785543441772,182,18949,
0.6045156121253967,182,18999,
,182,19031,0.6630339622497559
0.6834055185317993,183,19049,
0.6993013024330139,183,19099,
,183,19135,0.6628583073616028
0.4420217275619507,184,19149,
0.5887854099273682,184,19199,
,184,19239,0.6634411811828613
0.589139997959137,185,19249,
0.8240031599998474,185,19299,
,185,19343,0.6625968813896179
0.5692487359046936,186,19349,
0.5608766078948975,186,19399,
,186,19447,0.6622457504272461
0.6032293438911438,187,19449,
0.5754623413085938,187,19499,
0.5898591876029968,187,19549,
,187,19551,0.6631599068641663
0.5552623271942139,188,19599,
0.5897176265716553,188,19649,
,188,19655,0.66339111328125
0.5585314035415649,189,19699,
0.6339686512947083,189,19749,
,189,19759,0.6620856523513794
0.5886310935020447,190,19799,
0.6550182104110718,190,19849,
,190,19863,0.6619758605957031
0.6433698534965515,191,19899,
0.6481195092201233,191,19949,
,191,19967,0.6610817313194275
0.7320600748062134,192,19999,
0.6099812984466553,192,20049,
,192,20071,0.6612468957901001
0.7196007966995239,193,20099,
0.6771354079246521,193,20149,
,193,20175,0.6614236831665039
0.5763623118400574,194,20199,
0.6373991966247559,194,20249,
,194,20279,0.6615339517593384
0.5592455863952637,195,20299,
0.5338408946990967,195,20349,
,195,20383,0.6613860130310059
0.7357158064842224,196,20399,
0.6127318739891052,196,20449,
,196,20487,0.6605405807495117
0.5123099088668823,197,20499,
0.7883304953575134,197,20549,
,197,20591,0.6603290438652039
0.5164434313774109,198,20599,
0.5191014409065247,198,20649,
,198,20695,0.6588520407676697
0.543099582195282,199,20699,
0.6492403149604797,199,20749,
0.8743956089019775,199,20799,
,199,20799,0.6589174270629883
